title,author,genres,plot,vote_average,vote_count,release_date,large_cover_url
Pleasure,Ninja Thyberg,Drama,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",6.2,558,2021-10-08,https://image.tmdb.org/t/p/original/t3SEI2YI81oO3nEgjJ9jMAIKApY.jpg
The Platform 2,Galder Gaztelu-Urrutia,"Science Fiction, Horror","After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method.",5.582,940,2024-09-27,https://image.tmdb.org/t/p/original/zMe4eGKh9kNVm6gL7YGo45dECKu.jpg
Bagman,Colm McCarthy,"Horror, Thriller","For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",6.1,112,2024-09-20,https://image.tmdb.org/t/p/original/hzrvol8K2VWm2BsDTwb8YvRMzIH.jpg
Cash Out,Randall Emmett,"Action, Thriller","Criminal mastermind Mason is about to execute the score of a lifetime when his lover and key member of his crew, Decker, takes the team down and reveals she’s an undercover Interpol agent. Heartbroken, Mason escapes and retires from the life of crime until his younger brother Shawn is out of his league taking on a big bank heist all on his own. Mason has no choice left but to come to the rescue, while Interpol brings Decker in hoping to unnerve him. Before the SWAT teams storm the bank, Mason must use every tool in his arsenal to not only escape with the prize, but also the love of his life.",6.338,139,2024-04-26,https://image.tmdb.org/t/p/original/xBJnIvRdL0nDHgvivr6EgBQizes.jpg
Kung Fu Panda 4,Mike Mitchell,"Animation, Family, Fantasy, Action","Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",7.084,2757,2024-03-02,https://image.tmdb.org/t/p/original/kDp1vUBnMpe8ak4rjgl3cLELqjU.jpg
Dirty Angels,Martin Campbell,"Action, Drama, Thriller","During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",5.615,13,2024-12-11,https://image.tmdb.org/t/p/original/3O3qSGmjRGc10hMwFul8WDxKE5t.jpg
Godzilla x Kong: The New Empire,Adam Wingard,"Action, Adventure, Science Fiction","Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",7.1,3873,2024-03-27,https://image.tmdb.org/t/p/original/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg
Fury,David Ayer,"War, Drama, Action","In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",7.539,11951,2014-10-15,https://image.tmdb.org/t/p/original/xFhpM03LYzpKTCwc6QBEHls9xaT.jpg
Sing: Thriller,Garth Jennings,"Animation, Family, Comedy","Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",7.372,121,2024-10-16,https://image.tmdb.org/t/p/original/jvUAcF178cWAsj3CDSIBC01zvQD.jpg
Mary,D.J. Caruso,"Drama, History, Action",A miraculous conception. A merciless king. A murderous pursuit. Mary's journey to give birth to Jesus unfolds in this biblical coming-of-age epic.,6.3,82,2024-12-05,https://image.tmdb.org/t/p/original/CxWT5VyRu7LtPRdYK7bhIVMGaQ.jpg
Tuhog,G.B. Sampedro,"Drama, Romance","Abie mourns after the death of Michael. She finds solace from her supposedly soon-to-be father-in-law, Roldan, and starts falling for him. But when Michael returns, their world turns upside down.",7.0,2,2023-11-03,https://image.tmdb.org/t/p/original/qtQr6SjbYSTLinKO6JLPHSx92EY.jpg
The Best Christmas Pageant Ever,Dallas Jenkins,"Comedy, Drama, Family","The Herdman kids are undeniably the worst kids in the history of the world. They lie, steal, cheat, bully and overall terrorize their small community. But this Christmas, they're taking over their local church Pageant – and they just might unwittingly teach a shocked little town the true meaning of Christmas.",8.0,25,2024-11-07,https://image.tmdb.org/t/p/original/3sSXrvJPXjUCncgFDU6BkIVjNRA.jpg
Venom: Let There Be Carnage,Andy Serkis,"Science Fiction, Action, Adventure","After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",6.799,10294,2021-09-30,https://image.tmdb.org/t/p/original/h5UzYZquMwO9FVn15R2eK2itmHu.jpg
Kingdom of the Planet of the Apes,Wes Ball,"Science Fiction, Adventure, Action","Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",7.113,3293,2024-05-08,https://image.tmdb.org/t/p/original/gKkl37BQuKTanygYQG1pyYgLVgf.jpg
The Crow,Rupert Sanders,"Action, Fantasy, Horror","Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",5.866,807,2024-08-21,https://image.tmdb.org/t/p/original/hygkfPt0it7KLrXEMelzNQg5mM5.jpg
365 Days: This Day,Tomasz Mandes,"Romance, Drama","Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",5.872,1548,2022-04-26,https://image.tmdb.org/t/p/original/tzwGGjh9332ltqaAi29Fl2jBNAd.jpg
The Haunting Of The Immaculate Nurse,Rigoberto Castañeda,Horror,"A young nurse with a past of family violence starts working the night shift at a small hospital, where during the night a ghost nurse materializes.",6.0,6,2024-10-31,https://image.tmdb.org/t/p/original/jFRZ8HizHdS2PHmgGnlDFTBCdRe.jpg
Project Silence,Kim Tae-gon,"Action, Thriller, Horror, Science Fiction","Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",7.014,256,2024-07-11,https://image.tmdb.org/t/p/original/rXuSca6qEb4xPrSRT7XRzYCFbZB.jpg
Sonic the Hedgehog 2,Jeff Fowler,"Action, Adventure, Family, Comedy","After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",7.5,5016,2022-03-30,https://image.tmdb.org/t/p/original/aT2vdnR3qifI21f7fHTqYW5iAAz.jpg
IF,John Krasinski,"Comedy, Fantasy, Family","After discovering she can see everyone's imaginary friends, a girl embarks on a magical adventure to reconnect forgotten imaginary friends with their kids.",7.226,1090,2024-05-08,https://image.tmdb.org/t/p/original/xbKFv4KF3sVYuWKllLlwWDmuZP7.jpg
Fast X,Louis Leterrier,"Action, Crime, Thriller","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",7.073,5620,2023-05-17,https://image.tmdb.org/t/p/original/fiVW06jE7z9YnO4trhaMEdclSiC.jpg
Young Hearts,Anthony Schatteman,"Drama, Family","Fourteen-year-old Elias increasingly feels like an outsider in his village. When he meets his new neighbour of the same age, Alexander, Elias is confronted with his burgeoning sexuality.",8.4,14,2024-10-26,https://image.tmdb.org/t/p/original/rqbvlnPGAi075IMpD83PfBGVJ3d.jpg
My Grandfather's Demons,Nuno Beato,"Animation, Drama, Fantasy","Rosa's life, a highly valued professional, is turned upside down when her grandfather Marcelino dies.",4.281,16,2022-09-21,https://image.tmdb.org/t/p/original/rjuEM62O4zH2E167adG4Ns5IL9d.jpg
Harry Potter and the Philosopher's Stone,Chris Columbus,"Adventure, Fantasy","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",7.909,27504,2001-11-16,https://image.tmdb.org/t/p/original/wMDusCZWznEZGU92VSfVRz1LEcg.jpg
Juror #2,Clint Eastwood,"Crime, Drama","While serving as a juror in a high profile murder trial, family man Justin Kemp finds himself struggling with a serious moral dilemma…one he could use to sway the jury verdict and potentially convict—or free—the accused killer.",6.968,694,2024-10-30,https://image.tmdb.org/t/p/original/ugQkpGajKFQ8eyOEhGheR0HfWQ.jpg
The Aunts,Felipe Martínez Amador,Horror,"A mother enters an old home for her autistic daughter's therapy. Unexpectedly, the daughter start speaking but has encountered dark entities from the past seeking payback. The family faces supernatural forces related to the home's history.",6.4,12,2024-08-28,https://image.tmdb.org/t/p/original/mEgWL3PlfEA6IFXNLoi6x9IWLZx.jpg
Spider-Man: No Way Home,Jon Watts,"Action, Adventure, Science Fiction","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",7.955,20206,2021-12-15,https://image.tmdb.org/t/p/original/8qBccgSj0Ru9Odm1Mjv82cxDr7l.jpg
The Lion King,Jon Favreau,"Animation, Adventure, Drama, Family","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",7.115,10001,2019-07-12,https://image.tmdb.org/t/p/original/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg
Transmorphers: Mech Beasts,Michael Su,"Action, Science Fiction","20 years after the events of Transmorphers, a newer, more advanced species of alien robot descends on a rebuilt Earth, threatening once again to destroy the planet.",5.484,31,2023-06-09,https://image.tmdb.org/t/p/original/suSnpQO8hgyLVFkdjQ4Pk1jsnHw.jpg
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,"Adventure, Family, Fantasy","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",7.135,10627,2005-12-07,https://image.tmdb.org/t/p/original/sLw1gxPAvkqhp5XrdO2A50Q5lTW.jpg
John Wick: Chapter 4,Chad Stahelski,"Action, Thriller, Crime","With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",7.7,6597,2023-03-22,https://image.tmdb.org/t/p/original/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg
My Hero Academia: You're Next,Tensai Okamura,"Animation, Action, Adventure, Science Fiction","In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends...",6.735,66,2024-08-02,https://image.tmdb.org/t/p/original/tyenhgr4OuwcvdgbNg5avhHG00n.jpg
