isbn13,title,subtitle,authors,categories,description,published_year,average_rating,ratings_count
9780380731503,Wayside School Is Falling Down (rack),,Louis Sachar,Juvenile Fiction,"The extraordinary thirty-story school and its zany inhabitants are back in the long-awaited sequel to the classic SIDEWAYS STORIES FROM WAYSIDE SCHOOL, one of the most popular Camelot books ever.",1998.0,4.17,52011.0
9780805080490,The Black Cauldron,,Lloyd Alexander,Juvenile Fiction,The land of Prydain is threatened by the evil Arawn and his band of invincible warriors.,2006.0,4.14,51994.0
9780425143322,Without Remorse,,Tom Clancy,Fiction,"Clark of the CIA, a man of ruthless and brilliant cunning, whose merciless work during an all-out war game is done with complete human detachment.",1994.0,4.18,51824.0
9780553588255,Velocity,,Dean Ray Koontz,Fiction,,2005.0,3.86,51746.0
9780141026282,The Epic of Gilgamesh,,,Fiction,,2006.0,3.67,51735.0
9781400033836,A Thousand Acres,A Novel,Jane Smiley,Fiction,,2003.0,3.8,51670.0
9781400032051,1491,New Revelations of the Americas Before Columbus,Charles C. Mann,History,"Describes how recent archaeological research has transformed long-held myths about the Americas, revealing far older and more advanced cultures with a greater population than were previously thought to have existed.",2006.0,4.02,51593.0
9780679781493,Less Than Zero,,Bret Easton Ellis,Fiction,"Set in Los Angeles in the early 1980s, a best-selling novel follows a cast of upper-class, good-looking, oversexed, drug-addled, thrill-seeking, college-age characters on the road to perdition.",1998.0,3.58,51555.0
9780060747220,Son of a Witch,A Novel,Gregory Maguire,Fiction,,2006.0,3.47,51493.0
9781416947400,He's Just Not That Into You (The Newly Expanded Edition),The No-Excuses Truth to Understanding Guys,Greg Behrendt;Liz Tuccillo,Family & Relationships,,2006.0,3.66,51316.0
9780007149827,The Yiddish Policemen's Union,A Novel,Michael Chabon,Fiction,,2007.0,3.7,51219.0
9780552153157,Lords and Ladies,,Terry Pratchett,Discworld (Imaginary place),"With full supporting cast of dwarfs, wizards, trolls, Morris dancers and one orang-utan.And lots of hey-nonny-nonny and blood all over the place.",2005.0,4.17,51212.0
9781400076192,Saturday,A Novel,Ian McEwan,Fiction,,2006.0,3.63,50926.0
9780143035749,The Liars' Club,A Memoir,Mary Karr,Biography & Autobiography,"The author, a poet, recounts her difficult childhood growing up in a Texas oil town.",2005.0,3.93,50776.0
9780380789023,Smoke and Mirrors,Short Fictions and Illusions,Neil Gaiman,Fiction,,2005.0,4.05,50702.0
9780099498599,Circle of Friends,,Maeve Binchy,College attendance,,2006.0,4.02,50668.0
9781401204259,Arkham Asylum,A Serious House on Serious Earth,Grant Morrison;Dave McKean,Comics & Graphic Novels,,2004.0,4.1,50214.0
9780679720225,The Fall,,Albert Camus,Fiction,A man's confessions reveal his perception of justice and his own downfall,1956.0,4.05,50175.0
9780586066881,A Darkness at Sethanon,,Raymond E. Feist,English fiction,,1987.0,4.19,49946.0
9780552992091,The Hotel New Hampshire,,John Irving,Fiction,"Quirky, bizarre, tragic, fiendishly funny, The Hotel New Hampshire is anything but a conventional family saga, though a family saga it certainly is. The Berry family are different. Love abounds - both healthy and incestuous.",1986.0,3.9,49863.0
9780060566104,Built to Last,Successful Habits of Visionary Companies,Jim Collins;Jerry I. Porras,Business & Economics,,2004.0,3.98,49529.0
9780552152945,Moving Pictures,,Terry Pratchett,Discworld (Imaginary place),"Moving Pictures, the tenth Discworld novel is a gloriously funny saga set against the background of a world gone mad!",2005.0,3.94,49516.0
9780679721031,Hiroshima,,John Hersey,History,The classic tale of the day the first atom bomb was dropped offers a haunting evocation of the memories of survivors and an appeal to the conscience of humanity,1989.0,3.96,49487.0
9780099282648,Survivor,,Chuck Palahniuk,American fiction,"""Tender Branson, the last surviving member of the Creedish death cult, has commandeered a Boeing 747, emptied of passengers, in order to tell his story to the plane's black box before it crashes.",2000.0,3.92,49342.0
9780586217832,Magician,,Raymond E. Feist,Adventure stories,The first book in the Riftwar series.,1993.0,4.33,49332.0
9780061177590,Women,,Charles Bukowski,Fiction,,2007.0,3.87,49265.0
9780143036555,Collapse,How Societies Choose to Fail Or Succeed,Jared M. Diamond,History,"This title has been removed from sale by Penguin Group, USA.",2006.0,3.93,49219.0
9780006479673,If Tomorrow Comes,,Sidney Sheldon,Adventure stories,"One of Sidney Sheldon's most popular and bestselling titles, repackaged and reissued for a new generation of fans.",1994.0,4.04,49170.0
9781563890352,Season of Mists,,Neil Gaiman;Kelley Jones,Comics & Graphic Novels,,1992.0,4.54,49151.0
9780425190371,Practical Magic,,Alice Hoffman,Fiction,"Sorcery is the legacy of Gillian and Sally Owens, a legacy they both try to escape until they realize their magic is a gift, not an affliction.",2003.0,3.79,49141.0
9780575066892,Soul Music,,Terry Pratchett,Discworld (Imaginary place),It¿s hard to grow up normally when Grandfather rides a white horse and wields a scythe ¿ especially when you have to take over the family business and everyone mistakes you for the Tooth Fairy.,1999.0,4.04,49067.0
9780618477944,Fun Home,A Family Tragicomic,Alison Bechdel,Biography & Autobiography,,2006.0,4.09,48909.0
9780836204384,The Calvin and Hobbes Tenth Anniversary Book,,Bill Watterson,Humor,"The creator of ""Calvin and Hobbes"" discusses the art of cartooning, explains how he creates his popular comic strip, and presents his favorite moments from the series' ten years",1995.0,4.63,48868.0
9781581345278,Piercing the Darkness,,Frank E. Peretti,Fiction,"In the tiny farming community of Bacon's Corner, an attempted murder, a case of mistaken identity, and a lawsuit against a struggling Christian school all lead Sally Beth Roe to flee for her life",2003.0,4.31,48725.0
9780099427865,Illusions,,Richard Bach,Adventure stories,,2001.0,4.15,48723.0
9780099471431,Lasher,,Anne Rice,Demonology,"At the centre of Anne Rice's brilliant novel, the beautiful Rowan Mayfair, queen of the coven, must flee from the darkly brutal, yet irresistible demon known as Lasher.",2004.0,3.85,48445.0
9780451203267,The Stranger Beside Me,,Ann Rule,True Crime,"From the perspective of the former policewoman, crime writer, and unknowing personal friend, tells the story of Ted Bundy, a brilliant law student executed for killing three women, who confessed to killing thirty-five others.",2001.0,4.14,47930.0
9780785123118,Marvel 1602,,,Comics & Graphic Novels,,2006.0,3.93,47817.0
9780143036661,March,,Geraldine Brooks,Fiction,,2006.0,3.75,47704.0
9780099448761,Dance Dance Dance,,Haruki Murakami,Crime investigation,"Combining an offbeat cast of characters with Murakami's idiosyncratic prose, this novel is an assault on all the senses, a murder mystery that is also philosophical speculation, and a dark fable of advanced capitalism.",2003.0,4.04,47494.0
9780425192030,Lightning,,Dean Ray Koontz,Fiction,"Aided through many crises throughout her life by the almost miraculous intervention of a stranger, Laura Shane learns the nature of her awesome destiny when, on her thirtieth birthday, the stranger finally requests her help.",2003.0,4.07,47491.0
9780767903820,I'm a Stranger Here Myself,Notes on Returning to America After Twenty Years Away,Bill Bryson,Biography & Autobiography,"The author describes his return to America after two decades of living abroad and his disconcerting reunion with his homeland as he discusses motels, tax-return instructions, and hardware stores.",1999.0,3.9,47490.0
9780345409461,The demon-haunted world,science as a candle in the dark,Carl Sagan,"Body, Mind & Spirit","Reveals the dangers associated with widespread scientific ignorance, and explains how scientific thought has served to overcome prejudice and hysteria",1996.0,4.27,47399.0
9780060788384,For a Few Demons More,,Kim Harrison,Fiction,,2007.0,4.33,47314.0
9780805080520,The High King,,Lloyd Alexander,Juvenile Fiction,,2006.0,4.24,47268.0
9780446691437,The War of Art,Break Through the Blocks and Win Your Inner Creative Battles,Steven Pressfield,Self-Help,"The Art of War meets ""The Artist's Way"" in this no-nonsense, profoundly inspiring guide to overcoming creative blocks of every kind.",2003.0,4.02,46883.0
9780060788193,A Fistful of Charms,,Kim Harrison,Fiction,"Her new reputation for the dark arts is turning human and undead heads alike with the intent to possess, bed, and kill her -- not necessarily in that order.",2006.0,4.28,46881.0
9780142001615,Salt,A World History,Mark Kurlansky,History,"Explores the role of salt in shaping history, discussing how one of the world's most sought-after commodities has influenced economics, science, politics, religion, and eating customs.",2003.0,3.74,46854.0
9780765340740,The Pillars of Creation,,Terry Goodkind,Fiction,,2002.0,3.68,46789.0
9780140447897,Metamorphosis,,Ovid;David Raeburn,Fiction,"A new translation in hexameter verse of Ovid's narrative poem embraces more than two hundred mythical tales linked by the theme of transformation, incorporating many famed myths and legends of ancient Greece and Rome.",2004.0,4.05,46550.0
9780380713806,Neither Here Nor There:,Travels in Europe,Bill Bryson,Travel,,1993.0,3.87,46397.0
9780375713347,Geek Love,,Katherine Dunn,Fiction,"Aloysious and Lillian Binewski, the proprietors of a traveling carnival, attempt to reduce overhead by breeding their own freak show, with tragic results, in a new edition of the acclaimed cult classic.",2002.0,3.96,46282.0
9780312306342,Plum Lovin',,Janet Evanovich,Fiction,,2007.0,3.72,46237.0
9780747541608,"The Gashlycrumb Tinies, Or, After the Outing",,Edward Gorey,"American wit and humor, Pictorial",'A is for Amy who fell down the stairs. D is for Desmond thrown out of a sleigh...' C is for Clara who wasted away. B is for Basil assaulted by bears.,1998.0,4.19,46225.0
9780679732266,Light in August,,William Faulkner,Fiction,,1985.0,3.94,46181.0
9780060527990,The Devil and Miss Prym,A Novel of Temptation,Paulo Coelho,Fiction,,2006.0,3.6,46113.0
9780156004800,All the King's Men,,Robert Penn Warren,Fiction,Willie Stark's obsession with political power leads to the ultimate corruption of his gubernatorial administration,1982.0,4.09,45975.0
9780140448078,Dead Souls,,Nikolay Gogol,Fiction,,2004.0,3.99,45903.0
9781560252481,Requiem for a Dream,A Novel,Hubert Selby,Fiction,,1999.0,4.11,45545.0
9780515141658,Morrigan's Cross,,Nora Roberts,Fiction,,2006.0,4.14,45372.0
9781563893308,Kingdom Come,,Mark Waid;Alex Ross;Todd Klein,Comics & Graphic Novels,"With the addition of 12 new pages of story and art, previously available only in the deluxe slipcase edition, the hardcover edition offers reader's the complete version of the DC Universe's ultimate battle.",1997.0,4.25,45332.0
9780345476982,Vanish,A Novel,Tess Gerritsen,Fiction,,2006.0,4.12,45210.0
9780425185506,Picture Perfect,,Jodi Picoult,Fiction,"Falling madly in love and beginning what she believed would be the perfect marriage with Hollywood leading man Alex Rivers, renowned anthropologist Cassie Barret is heartbroken when their fairy-tale romance falls apart. Reissue.",2002.0,3.54,45142.0
9781416908173,The Realms of the Gods,,Tamora Pierce,Juvenile Fiction,"They are desperately needed back home, where their old enemy, Ozorne, and his army of strange creatures are waging war against Tortall.",2006.0,4.32,45112.0
9780099771814,American Pastoral,,Philip Roth,American literature,,1998.0,3.92,44929.0
9781416509882,No Rest for the Wicked,,Kresley Cole,Fiction,"Wanting only to win her, forever, Sebastian competes as well, taking every opportunity—as they travel to ancient tombs and through catacombs, seeking relics around the world—to use her new feelings to seduce her.",2006.0,4.3,44804.0
9780375828256,The People of Sparks,,Jeanne DuPrau,Juvenile Fiction,"Having escaped to the Unknown Regions, Lina and the others seek help from the village people of Sparks.",2005.0,3.66,44751.0
9780385333504,Welcome to the Monkey House,A Collection of Short Works,Kurt Vonnegut,Fiction,"Tender stories of love, incisive essays on human greed and misery, and imaginative tales of futuristic happenings reveal Vonnegut's versatility and vision",1968.0,4.14,44749.0
9780156032971,Foucault's Pendulum,,Umberto Eco,Fiction,"Three editors, inspired by an extraordinary fable about a mystic source of power greater than atomic energy, begin feeding esoteric bits of knowledge into a sophisticated computer, creating an incredible game that begins taking over.",2007.0,3.9,44658.0
9780452274426,In the Time of the Butterflies,,Julia Alvarez,Dominican Republic,"One by one the Mirabal Sisters, as they were known, join the opposition to the Trujillo dictatorship in the 1950s, suffering imprisonment and torture while their men watch powerless.",1994.0,4.14,44546.0
9780671741037,Swan Song,,Robert McCammon,Fiction,,1987.0,4.28,44348.0
9780006551812,'Tis,A Memoir,Frank McCourt,Ireland,,2000.0,3.68,44179.0
9780060885380,Farmer Boy,,Laura Ingalls Wilder,Juvenile Fiction,,2006.0,4.06,44132.0
9780553575651,Ship of Destiny,,Robin Hobb,Fiction,"Chaos stalks the world as the war between Bingtown and Chalced escalates, Althea and Brashen cope with their blinded Liveship, and a powerful dragon, capable of untold destruction or redemption, appears.",2001.0,4.22,44120.0
9780099481683,Skipping Christmas,,John Grisham,Christmas,Theirs will be the only house on the street without a rooftop Frosty the snowman; they won't be hosting their annual Christmas Eve bash; they aren't even going to have a tree.,2004.0,3.48,44098.0
9780061053566,The Player of Games,,Iain Banks,Fiction,"Gurgeh, a champion game player, travels a hundred thousand light years to the Empire of Azad, where the winner of their complex game becomes emperor",1997.0,4.27,43988.0
