Title,Director,Genres,Plot,Vote Average,Vote Count,Release Date,Large Cover URL
The Tales of Beedle the Bard,J. K. Rowling,Fiction,"'And As For This Book,' Said Hermione, The Tales Of Beedle The Bard... I&Rsquo;Ve Never Even Heard Of Them!' 'You&Rsquo;Ve Never Heard Of The Tales Of Beedle The Bard?' Said Ron Incredulously. 'You'Re Kidding, Right?' (Taken From Harry Potter And The Deathly Hallows) Bloomsbury, In Association With The Children'S High Level Group, Is Delighted To Announce The Tales Of Beedle The Bard, The First New Book From J. K. Rowling Since The Publication Of The Final Book In The Harry Potter Series, Harry Potter And The Deathly Hallows. The Tales Of Beedle The Bard, Played A Crucial Role In Assisting Harry, Aided By His Friends Ron And Hermione, To Finally Defeat Lord Voldemort. Fans Will Be Thrilled To Have This Opportunity To Read The Tales In Full. The Tales Of Beedle The Bard Is Without Doubt An Exciting Addition To The Canon Of Harry Potter. They Also Reveal The Wonderful Versatility Of The Author, As She Tackles With Relish The Structure And Varying Tones Of A Classic Fairy Tale. There Are Five Tales Included In The Book: 'The Tale Of The Three Brothers', Which Is Recounted In Harry Potter And The Deathly Hallows; Plus Four More &Mdash; 'The Fountain Of Fair Fortune', 'The Warlock'S Hairy Heart', 'The Wizard And The Hopping Pot', And 'Babbitty Rabbitty And Her Cackling Stump'. Each Tale Has Its Own Magical Character And Will Variously Bring Delight, Laughter And The Thrill Of Mortal Peril. The Tales Of Beedle The Bard, Translated From The Original Runes By Hermione Granger, Is Introduced And Illustrated By J. K. Rowling. Also Included Are Notes On The Stories By Professor Albus Dumbledore, Which Appear By Generous Permission Of The Hogwarts Headmasters' Archive.",4.5,16.0,2008,http://books.google.com/books/content?id=0MULAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Keeper of the Lost Cities,Shannon Messenger,Juvenile Fiction,"At age 12, Sophie learns that the remarkable abilities that have always caused her to stand out identify her as an elf. After being brought to Eternalia to hone her skills, she discovers that she has secrets buried in her memory for which some would kill.",4.5,12.0,2012-10-02,http://books.google.com/books/content?id=poq0maYov4MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Harry Potter and the Deathly Hallows,J. K. Rowling,Juvenile Fiction,"At a time when the forces of evil seem to be gaining the upper hand, Harry comes of age in the wizarding world, and must take on and defeat Voldemort--or be killed himself.",4.5,92.0,2007,http://books.google.com/books/content?id=GZAoAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Crown of Midnight,Sarah J. Maas,Juvenile Fiction,"As the royal assassin to an evil king, eighteen-year-old Celaena Sardothien must decide what she will fight for--survival, love, or the future of a kingdom.",1.0,1.0,2013-08-27,http://books.google.com/books/content?id=uZEkAAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Graceling,Kristin Cashore,Juvenile Fiction,"Discover the Graceling Realm in this unforgettable, award-winning novel from bestselling author Kristin Cashore A New York Times bestseller ALA Best Book for Young Adults Mythopoeic Fantasy Award for Children's Literature Winner Publishers Weekly, School Library Journal, Booklist, and BCCB Best Book of the Year ""Rageful, exhilarating, wistful in turns"" (The New York Times Book Review) with ""a knee weakening romance"" (LA Times). Graceling is a thrilling, action-packed fantasy adventure that will resonate deeply with anyone trying to find their way in the world. Graceling tells the story of the vulnerable-yet-strong Katsa, who is smart and beautiful and lives in the Seven Kingdoms where selected people are born with a Grace, a special talent that can be anything at all. Katsa's Grace is killing. As the king's niece, she is forced to use her extreme skills as his brutal enforcer. Until the day she meets Prince Po, who is Graced with combat skills, and Katsa's life begins to change. She never expects to become Po's friend. She never expects to learn a new truth about her own Grace--or about a terrible secret that lies hidden far away . . . a secret that could destroy all seven kingdoms with words alone. And don't miss the sequel Fire and companion Bitterblue, both award-winning, New York Times bestsellers, and full of Kristin Cashore's elegant, evocative prose and unforgettable characters.",4.5,48.0,2008,http://books.google.com/books/content?id=vToaYGUhFr8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Mystwick School of Musicraft,Jessica Khoury,Juvenile Fiction,"Twelve-year-old Amelia gets the opportunity to attend a boarding school and learn how to use music to create magic, hoping to become a Maestro like her deceased mother.",5.0,1.0,2020,http://books.google.com/books/content?id=Ub-bDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Golden Compass,Philip Pullman,Fiction,"Accompanied by her daemon, Lyra Belacqua sets out to prevent her best friend and other kidnapped children from becoming the subject of gruesome experiments in the Far North.",4.0,82.0,1997,http://books.google.com/books/content?id=Wzf3VYKufGwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Peter and Wendy,James Matthew Barrie,Children,"The adventures of Peter Pan, the boy who would not grow up.",4.5,13.0,1911,http://books.google.com/books/content?id=9YEOAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Over Sea, Under Stone",Susan Cooper,Juvenile Fiction,Three siblings on vacation in Cornwall find an ancient manuscript which sends them on a dangerous quest that entraps them in the eternal battle between the forces of the Light and the Dark.,4.0,4.0,2000-11,http://books.google.com/books/content?id=BeGkQ0whAq0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Lord of the Rings,John Ronald Reuel Tolkien,Fiction,Contains the complete set of the six books of Lord of the Rings.,4.5,11.0,2001,http://books.google.com/books/content?id=ptHZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
James and the Giant Peach,Roald Dahl,Juvenile Fiction,"When James Henry Trotter accidentally drops some magic crystals by the old peach tree, strange things start to happen. The peach at the top of the tree begins to grow, and before long it's as big as a house. Then James discovers a secret entranceway into the fruit, and when he crawls inside, he meets a bunch of marvelous oversized friends -- Old-Green-Grasshopper, Centipede, Ladybug, Miss Spider, and more. After years of feeling like an outsider in the house of his despicable Aunt Sponge and Aunt Spiker, James has finally found a place where he belongs. With a snip of the stem, the peach starts rolling away, and the exciting adventure begins!",5.0,4.0,2001,http://books.google.com/books/content?id=ixaFLnlpKzYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Shadow Rising,Robert Jordan,Fiction,"The seals of Shayol Ghul are weak now, and the Dark One reaches out. The Shadow is rising to cover humankind. In Tar Valon, Min sees portents of hideous doom. Will the White Tower itself be broken? In the Two Rivers, the Whitecloaks ride in pursuit of a man with golden eyes, and in pursuit of the Dragon Reborn. In Cantorin, among the Sea Folk, High Lady Suroth plans the return of the Seanchan armies to the mainland. In the Stone of Tear, the Lord Dragon considers his next move. It will be something no one expects, not the Black Ajah, not Tairen nobles, not Aes Sedai, not Egwene or Elayne or Nynaeve. Against the Shadow rising stands the Dragon Reborn.....",4.0,25.0,1993-10-15,http://books.google.com/books/content?id=7-JfDlNcvhEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Left Hand of Darkness,Ursula K. Le Guin,Fiction,"A groundbreaking work of science fiction, The Left Hand of Darkness tells the story of a lone human emissary to Winter, an alien world whose inhabitants can change their gender. His goal is to facilitate Winter's inclusion in a growing intergalactic civilization. But to do so he must bridge the gulf between his own views and those of the completely dissimilar culture that he encounters. Embracing the aspects of psychology, society, and human emotion on an alien world, The Left Hand of Darkness stands as a landmark achievement in the annals of intellectual science fiction. Copyright © Libri GmbH. All rights reserved.",4.0,1.0,1987-03-15,http://books.google.com/books/content?id=pU2xAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Half Magic,Edward Eager,Juvenile Fiction,Publisher Description,4.5,5.0,1999,http://books.google.com/books/content?id=PsNN85FkKE4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Neil Gaiman and Charles Vess's Stardust,Neil Gaiman,Comics & Graphic Novels,"In the sleepy English countryside of decades past, a lovelorn young man steps through a gap in a high stone wall, and into the most unforgettable adventure of his life.",4.5,3.0,2007,http://books.google.com/books/content?id=Hd7XAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Wind in the Willows,Kenneth Grahame,Juvenile Fiction,"Since its publication in 1908, Kenneth Grahame's The Wind in the Willows has enchanted readers, young and old. This new edition, sensitively abridged and exquisitely illustrated by Inga Moore, is sure to win over a new generation of fans. Here readers will meet the amiable Mole, his hearty friend the Water Rat, the genial Badger, and, of course, the irrepressible Mr. Toad, and enjoy some of the most memorable adventures in children's literature. Classic, yet accessible, and full of humor, this beautiful volume is the perfect addition to every family's bookshelf. Book jacket.",4.0,19.0,1908,http://books.google.com/books/content?id=bqhaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Prince Caspian Movie Tie-in Edition (rack),C. S. Lewis,Fiction,"This movie tie-in edition of the full original PRINCE CASPIAN novel will be rack size, and feature a movie cover and an 8-page movie still insert.",5.0,2.0,2008-04,http://books.google.com/books/content?id=4bn7XhMeBH8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Fantastic Flying Books of Mr. Morris Lessmore,William Joyce,Juvenile Fiction,"Morris Lessmore loved words. He loved stories. He loved books. But every story has its upsets. Everything in Morris Lessmore's life, including his own story, is scattered to the winds. But the power of story will save the day.",1.0,2.0,2012-06-19,http://books.google.com/books/content?id=pa4LUt0FCB0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Horton Hears a Who!,Dr. Seuss,Juvenile Fiction,Presents three classic Dr. Seuss tales in one audio collection.,2.0,1.0,1982,http://books.google.com/books/content?id=0ljhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Wizard of Oz,L. Frank Baum,Juvenile Fiction,"After a terrible cyclone, Dorothy finds herself lost in a strange and magical world. The only way to get home is to visit the Emerald City, where she may be able to ask the Great Wizard of Oz for help. Will Dorothy ever reach Oz? And what will she find when she gets there?",4.5,5.0,2001,http://books.google.com/books/content?id=pjGvSsebYuYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
