Title,Author,Genres,Plot,Vote Average,Vote Count,Release Date,Large Cover URL
Through the Looking-Glass,"Lewis Carroll, Lewis Carroll, Lewis Lewis Carroll",,"*Through the Looking-Glass, and What Alice Found There* (1871) is a work of children's literature by Lewis Carroll (Charles Lutwidge Dodgson), generally categorized in the fairy tale genre. It is the sequel to *Alice's Adventures in Wonderland* (1865). Although it makes no reference to the events in the earlier book, the themes and settings of *Through the Looking-Glass* make it a kind of mirror image of Wonderland: the first book begins outdoors, in the warm month of May, uses frequent changes in size as a plot device, and draws on the imagery of playing cards; the second opens indoors on a snowy, wintry night exactly six months later, on November 4 (the day before Guy Fawkes Night), uses frequent changes in time and spatial directions as a plot device, and draws on the imagery of chess. In it, there are many mirror themes, including opposites, time running backwards, and so on. ([Wikipedia][1])


  [1]: http://en.wikipedia.org/wiki/Through_the_Looking-Glass",3.4,12,1865,http://covers.openlibrary.org/b/id/11272464-L.jpg
Crooked House,Agatha Christie,,"Three generations of the Leonides family live together in a large, if somewhat crooked looking, house. Then the wealthy patriarch, Aristide, is murdered. Suspicion falls on the whole household, including Aristide's two sons, his widow – fifty years his junior – and even his three grandchildren. Could any member of this seemingly devoted family have had a hand in his death? Can Charles Hayward, fiance of the late millionaire's granddaughter, help the police find the killer and clear his loved one's name?Christie always acknowledged this novel as one of her favourites. She said in an interview in The Sunday Times that she enjoyed best writing the Crooked House type novel, ""which depends on a family and the interplay of their lives.""",3.1,25,1949,http://covers.openlibrary.org/b/id/14570595-L.jpg
Le fantôme de l'opéra,Gaston Leroux,,"Christine is brought up by her itinerant musician father, whose death she mourns endlessly. She achieves a singing position in the Paris Opera line, where a mysterious voice teaches her to unleash her musical potential. The voice belongs to Erik, a deformed musical genius who lives in the opera house. As Christine's singing career takes off, her childhood friend Raoul begins to court her, and he and Erik fight jealously for Christine's hand.


  [1]: http://litl",2.9,16,1911,http://covers.openlibrary.org/b/id/8245407-L.jpg
Kidnapped,Robert Louis Stevenson,,"KIDNAPPED is an adventure story that has become the model for any thriller of escape and suspense. 

Set in 1751, the flight of David Balfour and Alan Breck across the Highlands of Scotland is based on real events. Though he wrote the book to make money, while living as an invalid in Bournemouth. Stevenson was proud of it; he inscribed a presentation copy with the couplet. Here is the one sound page of all my writing. The one I'm proud of and that I delight in. Rowland Hilder is famous for his paintings of the English countryside but his work in book illustration covered a much wider canvas. His drawing for KIDNAPPED were first published in 1930 and have undeservedly, been long out of print.

A sixteen-year-old orphan is kidnapped by his villainous uncle, but later escapes and becomes involved in the struggle of the Scottish highlanders against English rule.",3.7,31,1886,http://covers.openlibrary.org/b/id/8267822-L.jpg
The Invisible Man,H. G. Wells,,"This book is the story of Griffin, a scientist who creates a serum to render himself invisible, and his descent into madness that follows.",4.0,189,1897,http://covers.openlibrary.org/b/id/6419199-L.jpg
Ivanhoe,Sir Walter Scott,,"The father of the historical novel, Sir Walter Scott invented a literary form that has remained popular for over one hundred and fifty years. Infusing his works with romance, action, and suspense, he brought long-gone eras back to life with splendor and spectacle.Set in England just after the Third Crusade, Ivanhoe is the tale of Wilfrid, a young Saxon knight, and his love for the royal princess Rowena. With his father against their union, Wilfrid embarks on a series of adventures to prove his worth, finding himself in conflict against the Normans and the Templars, and allied with such larger-than-life figures as Robin Hood and Richard the Lion Hearted. A timeless story of courage, chivalry, and courtly love, Ivanhoe is a grand epic, and its place in classical literature is assured.",4.1,46,1800,http://covers.openlibrary.org/b/id/314235-L.jpg
Vingt mille lieues sous les mers,Jules Verne,,"A nineteenth-century science fiction tale of an electric submarine, its eccentric captain, and undersea world, which anticipated many of the scientific achievements of the twentieth century.",3.6,34,1870,http://covers.openlibrary.org/b/id/6573517-L.jpg
Les Trois Mousquetaires,"Alexandre Dumas, Auguste Maquet",,"During the reign of France's King Louis XIV, D'Artagnan and three musketeers unite to defend the honor of Anne of Austria against the plots of Cardinal Richeliu.",3.3,17,1844,http://covers.openlibrary.org/b/id/11929973-L.jpg
Voyage au Centre de la Terre,Jules Verne,,"Three explorers descend to the center of the earth, where they encounter tumultuous storms, wild prehistoric animals, and fierce cavemen.",3.9,37,1867,http://covers.openlibrary.org/b/id/5890987-L.jpg
Le Comte de Monte Cristo,Alexandre Dumas,,"xxix, 608 pages ; 21 cm",3.4,30,1830,http://covers.openlibrary.org/b/id/14566393-L.jpg
El Libro de la selva / The Jungle Book,"Rudyard Kipling, Carl Bowen, Gerardo Sandoval, Benny Fuentes, Stéphane Mourgues, Geneviève Debeuré-De Jongh, Jean-Claude Henryot, Brigitte Zaugg, Maurice Wilson, Rafael Mayani, Virginie Clauzel, Nicola Butler, Clapton Commons Clapton Commons Publishing, Karl Simrock, Jessica Swale, Joe Stilgoe, Janice Greene, Brigitte Juanals, Gwen Keraval, Michael Page, Norman Nodel, Classic Reads, Francisca Marquez, Stéphane Mourgues, Geneviève Debeuré-De Jongh, Jean-Claude Henryot, Liz Miles, Giovanni Pota, Dave Gibbons, Nik Marcel, Robert d'Humieres",,"The adventures of Mowgli, a man-child raised by wolves in the jungle, have captured the imaginations not just of children, but of all readers, for generations.",3.9,8,1914,http://covers.openlibrary.org/b/id/3344204-L.jpg
Bambi (First Colouring Tall),"Felix Salten, Walt Disney, Benjamin Lacombe, Nicolas Waquet, Christine Palluy, Carine Hinder, Jack Zipes, Weise Kurt, Whittaker Chambers, Begoña G. Arce, María Alonso Seisdedos",,Describes the life of a deer in the forest as he grows into a beautiful stag.,3.5,13,1861,http://covers.openlibrary.org/b/id/7153939-L.jpg
Cranford,Elizabeth Cleghorn Gaskell,,"<p><i>Cranford</i> was first serialized in <a href=""https://standardebooks.org/ebooks/charles-dickens"">Charles Dickens’</a> magazine <i>Household Words</i> between 1851 and 1853. The structureless nature of the stories, and the fact that <a href=""https://standardebooks.org/ebooks/elizabeth-gaskell"">Gaskell</a> was busy writing her novel <i>Ruth</i> at the time the <i>Cranford</i> shorts were being published, suggests that she didn’t initially plan for <i>Cranford</i> to be a cohesive novel.</p>
			<p>The short vignettes follow the activities of the society in the fictional small English country town of Cranford. Gaskell drew from her own childhood in Knutsford to imbue her settings and characters with a nostalgic quality in a time when the societies and styles portrayed were already going out of fashion.</p>
			<p>Though not especially popular at the time of publication, <i>Cranford</i> has since gained an immense following, including at least three television adaptations.</p>",3.6,22,1853,http://covers.openlibrary.org/b/id/5188445-L.jpg
The Scarlet Pimpernel,"Emmuska Orczy, Baroness Orczy",,The Scarlet Pimpernel (1905) is a play and adventure novel by Baroness Emmuska Orczy set during the Reign of Terror following the start of the French Revolution.,2.9,27,1900,http://covers.openlibrary.org/b/id/479102-L.jpg
Death in the Clouds,Agatha Christie,,"From seat number nine, Hercule Poirot is almost ideally placed to observe his fellow air travelers on this short flight from Paris to London. Over to his right sits a pretty young woman, clearly infatuated with the man opposite. Ahead, in seat number thirteen, is the Countess of Horbury, horribly addicted to cocaine and not doing too good a job of concealing it. Across the gangway in seat number eight, a writer of detective fiction is being troubled by an aggressive wasp. Yes, Poirot is almost ideally placed to take it all in--except that the passenger in the seat directly behind him has slumped over in the course of the flight ... dead. Murdered. By someone in Poirot's immediate proximity. And Poirot himself must number among the suspects.",3.6,13,1935,http://covers.openlibrary.org/b/id/11433305-L.jpg
Harry Potter and the Goblet of Fire,"J. K. Rowling, Jim Kay",,"The fourth book in the Harry Potter franchise sees Harry returning for his fourth year at Hogwarts School of Witchcraft and Wizardry, along with his friends, Ron and Hermione . There is an upcoming tournament between the three major schools of magic, with one participant selected from each school by the Goblet of Fire. When Harry's name is drawn, even though he is not eligible and is a fourth player, he must compete in the dangerous contest.


----------
Contains:

 - [Harry Potter and the Goblet of Fire. 2/4](https://openlibrary.org/works/OL17910198W/Harry_Potter_and_the_Goblet_of_Fire._2_4)",3.9,37,1993,http://covers.openlibrary.org/b/id/12059372-L.jpg
